"x"
"1",545952.194973846
"2",517742.376903926
"3",533661.479355288
"4",524666.512249334
"5",561469.093778976
"6",542162.894413696
"7",554964.470879632
"8",525675.739778187
"9",590986.712324765
"10",592548.163750306
"11",547160.321141111
"12",571486.583618729
"13",555658.642126594
"14",540678.691655595
"15",541959.570052647
"16",543744.355934317
"17",566120.910958212
"18",525069.196934696
"19",511920.096803941
"20",518199.819312091
"21",489849.62315312
"22",507622.794182997
"23",559574.488851918
"24",540751.69329906
"25",527556.714787782
"26",553492.04704337
"27",505239.630769548
"28",548000.844019922
"29",525955.476586683
"30",544503.510050801
"31",568976.416325206
"32",585765.328142891
"33",584349.232215321
"34",493501.048131028
"35",539548.057184502
"36",550621.043538702
"37",543927.544016838
"38",573151.299141713
"39",547884.896218882
"40",542288.848460324
"41",563143.610075925
"42",552663.244671454
"43",582325.859355463
"44",539866.907794234
"45",572472.463595039
"46",583053.487141444
"47",517331.845363584
"48",564671.946655453
"49",544951.227185043
"50",534906.885120817
"51",548594.096633668
"52",545028.376783212
"53",557302.731430247
"54",544608.044599949
"55",505162.654631616
"56",552456.809972143
"57",523064.286079237
"58",560792.597299253
"59",532683.156174538
"60",548640.403261499
"61",586308.568755293
"62",582129.572782213
"63",531475.858321838
"64",567302.410197716
"65",538756.248962009
"66",545646.314209011
"67",570512.84397914
"68",587104.509689999
"69",552905.79464905
"70",574000.332144379
"71",528840.724833115
"72",559155.820995226
"73",555633.283562483
"74",532107.441102311
"75",555827.329033343
"76",531329.355704765
"77",558175.701361798
"78",568299.148125405
"79",524973.512527711
"80",512180.706689315
"81",555283.28599313
"82",513191.300654702
"83",573045.968019455
"84",526339.410357657
"85",530708.192652783
"86",555741.450757499
"87",518357.710276241
"88",565232.233735286
"89",583355.270172715
"90",578815.765419097
"91",563821.422354477
"92",533358.34990418
"93",526377.094232974
"94",582403.950348773
"95",558879.193256438
"96",538149.115521119
"97",530259.657931303
"98",561184.453008585
"99",599086.417335694
"100",553792.473872216
"101",549366.58493487
"102",578551.614650615
"103",557635.598372213
"104",530915.755974402
"105",514380.569698439
"106",514533.261552483
"107",554570.602970146
"108",566455.838175801
"109",558929.339668806
"110",550450.672525434
"111",531662.449186942
"112",596668.129418778
"113",530288.986133495
