"x"
"1",573591.812130448
"2",523289.152483608
"3",554263.22417818
"4",557195.949585792
"5",613638.308502667
"6",595570.33283969
"7",600458.812112845
"8",550106.03636842
"9",590101.901127408
"10",643326.76442966
"11",566249.073300434
"12",585136.604114507
"13",567610.612775836
"14",550963.399778303
"15",539865.015532722
"16",566960.130677591
"17",608690.877956788
"18",568611.744427094
"19",538925.697418894
"20",534917.358686835
"21",483033.127859755
"22",543333.167526659
"23",596364.822482535
"24",567961.152496859
"25",582850.980971376
"26",589121.617677246
"27",534786.695065234
"28",597971.622102884
"29",555238.483117891
"30",559736.448571591
"31",594039.014583952
"32",595852.888649023
"33",623821.555025696
"34",547983.529228139
"35",559306.766631033
"36",613759.90166257
"37",583221.521263497
"38",612332.045709736
"39",568259.190471922
"40",607338.732083587
"41",606410.537915568
"42",596627.734272969
"43",609790.8147738
"44",566267.531211049
"45",616426.601753753
"46",568078.010078521
"47",535073.72987549
"48",591934.095863493
"49",560747.276409679
"50",584800.708486844
"51",554802.33554981
"52",564634.815756049
"53",630040.019248217
"54",555343.758931957
"55",524700.717068346
"56",580622.806267694
"57",557917.836503438
"58",643223.50856214
"59",563050.546446559
"60",580130.110926927
"61",627561.218546458
"62",639210.556238558
"63",525551.684304026
"64",600114.463166444
"65",542853.708384387
"66",581383.341005508
"67",638541.913063966
"68",595660.217036837
"69",581398.948524274
"70",599317.61063786
"71",551668.112252062
"72",587402.158519071
"73",578003.67330199
"74",556536.785159291
"75",627199.879705979
"76",553833.456171535
"77",590030.323163686
"78",593382.243558339
"79",561367.623522365
"80",515962.467231488
"81",582282.293294287
"82",561025.088324623
"83",602712.152986034
"84",559034.916983915
"85",571119.021107427
"86",566248.648578656
"87",542315.865656479
"88",596705.988835268
"89",614348.623206478
"90",636570.267520728
"91",567186.793991836
"92",555396.099358898
"93",563781.541955292
"94",604021.809771377
"95",580772.361361127
"96",586174.784990372
"97",555264.00249096
"98",618801.582201797
"99",617470.659999806
"100",607894.92138966
"101",593265.81149908
"102",601946.315769867
"103",578488.697887763
"104",537204.312194459
"105",526392.636935355
"106",547893.606805604
"107",620493.085557931
"108",587263.865827783
"109",603095.652242854
"110",594778.661235863
"111",534569.028373786
"112",608190.232051175
"113",548288.324157978
"114",571451.607467422
"115",566909.760553628
"116",593660.280246649
"117",542583.15643833
"118",580920.922550557
"119",558527.210254021
"120",653647.462671781
"121",545394.273907771
"122",636795.935578868
"123",550438.989824189
"124",565037.002266217
"125",566909.384400466
"126",567972.121315105
"127",560563.428147259
"128",583790.573973476
"129",523459.574963221
"130",588908.195129235
"131",587809.226278225
"132",603915.081168505
"133",568189.659942002
"134",625437.799748753
"135",614527.896953931
"136",617557.877640945
"137",572539.777796831
"138",592771.643777055
"139",554236.93931537
"140",558867.454478582
"141",549784.190327343
"142",551586.779813395
"143",581143.743686015
"144",577333.561642682
"145",620665.295993163
"146",643417.417187234
"147",568246.355115538
"148",561731.037013612
"149",661442.794058078
"150",542764.770097004
"151",609321.291507226
"152",589073.013337114
"153",586210.604587164
"154",664464.350234686
"155",637352.21260803
"156",524679.40514466
"157",594686.369760197
"158",543810.422196855
"159",541782.668738639
"160",563375.302719522
"161",604629.108609871
"162",561170.852852124
"163",569107.908482561
"164",579505.543614742
"165",599130.50041594
"166",594059.821591371
"167",561507.991791234
"168",535950.120423127
"169",617550.16522469
"170",614625.901719962
"171",535987.560653189
"172",556677.050348575
"173",660894.64657957
"174",627211.703429165
"175",594528.744245724
"176",594947.496249733
"177",559354.135846387
"178",624496.425302066
"179",603360.275448178
"180",626551.557101568
"181",583719.412093358
"182",534916.818474096
"183",620815.502814325
"184",631284.837778191
"185",560228.687023894
"186",616100.283698124
"187",597479.793950774
"188",549747.258525217
"189",571624.978051745
"190",617024.635758434
"191",553658.696032199
"192",575622.123976028
"193",542601.459991255
"194",612545.842695613
"195",608564.808050957
"196",610393.739346293
"197",562848.827368735
"198",612112.157505392
"199",563088.644418347
"200",577990.443960058
"201",589900.126648573
"202",577586.816734265
"203",541491.758400545
"204",579382.478360786
"205",600050.67445399
"206",608494.596892775
"207",589311.258391266
"208",620656.140527874
"209",544275.055307968
"210",552222.287573057
"211",588289.842740352
"212",570262.122417328
"213",610311.087706579
"214",644183.212403223
"215",541270.385451149
"216",574799.245114994
"217",636683.025705557
"218",542165.853448203
"219",525716.687706097
"220",549283.61795787
"221",597285.315435943
"222",580123.669221938
"223",585167.946205742
"224",533874.475277258
"225",564446.701468664
"226",630082.493524164
"227",566323.625474018
"228",596432.739722655
"229",598572.9688023
"230",559130.897419246
"231",583816.670006716
"232",596008.75378123
"233",581100.351172809
"234",555444.481566454
"235",606508.511122966
"236",593746.427120064
"237",617185.74501139
"238",624244.578879642
"239",551520.710068014
"240",489234.45147791
"241",625605.970331315
"242",543201.375729568
"243",653357.165948036
"244",570903.549311165
"245",593076.560791198
"246",575913.013964134
"247",582210.730427384
"248",620815.654401195
"249",549358.873452109
"250",553332.102564911
"251",533144.933986778
"252",567561.384703216
"253",614420.983672744
"254",598805.156479142
"255",587955.551457704
"256",647047.869914697
"257",592862.085338088
"258",590177.371760048
"259",583357.687966387
"260",667437.725501075
"261",608454.338962943
"262",577988.995467979
"263",607282.90926158
"264",618280.065464105
"265",535782.87031908
"266",569388.834664431
"267",589399.729193557
"268",582991.871460424
"269",563519.546351917
"270",618752.13191105
"271",600220.39555589
"272",587626.262852607
"273",580548.435488452
"274",576792.170098186
"275",599482.51618485
"276",548793.183214417
"277",576996.787173419
"278",586282.092060484
"279",592535.025134157
"280",589816.25061515
"281",538547.840119609
"282",585755.787315118
"283",610936.263275605
"284",603884.003493672
"285",584104.482736779
"286",597588.733058832
"287",535777.462851502
"288",568096.298004813
"289",588302.51394763
"290",603788.939022102
"291",543798.936159779
"292",599257.166383869
"293",606407.597005707
"294",554610.023043255
"295",533101.580599731
"296",587516.658510624
"297",579358.98689937
"298",608358.908123776
"299",612635.076890356
"300",540142.755001551
"301",572184.849713113
"302",545540.755252453
"303",594023.489524177
"304",595169.980441632
"305",668852.11944223
"306",621701.780564662
"307",590609.202025041
"308",644748.961447276
"309",572916.002453261
"310",559077.112977663
"311",603063.137374086
"312",661793.568409462
"313",619181.252204662
"314",586911.671683913
"315",589882.903181843
"316",550993.514136778
"317",610765.355335677
"318",594897.808347567
"319",670908.442618035
"320",569729.400881817
"321",576255.605916007
"322",584250.757708456
"323",564968.265299757
"324",551245.994876151
"325",699649.918599335
"326",609718.221060218
"327",560544.898505599
"328",619927.951799872
"329",574558.720411157
"330",567753.92701714
"331",560117.866099541
"332",594233.399097573
"333",571934.540060138
"334",636412.069671355
"335",608710.232864784
"336",605331.301316751
"337",606612.247871695
"338",641051.89772682
"339",568712.69235833
"340",569690.792382646
"341",630698.030050613
"342",558404.101836513
"343",604584.336738481
"344",691537.095879085
"345",597273.498758935
"346",573889.229843127
"347",584115.215537626
"348",518350.167681506
"349",631659.042375571
"350",587666.406854701
"351",622764.578876998
"352",605841.766171948
"353",569264.92317622
"354",557044.019209433
"355",612143.464395929
"356",591252.459566841
"357",569715.559835665
"358",610337.050147606
"359",608934.093523799
"360",591937.72097588
"361",566453.891270164
"362",584709.372889164
"363",582551.012952232
"364",630461.590734562
"365",588540.351605887
"366",579188.738200241
"367",588221.019583121
"368",606729.705895172
"369",588344.320641186
"370",607414.922104047
"371",543429.606075388
